	media(1h)	Th0(1h)	Th0(3h)	Th0(6h)	Th0(16h)	Th0(48h)	Th17(1h)	Th17(3h)	Th17(6h)	Th17(9h)	Th17(12h)	Th17(16h)	Th17(24h)	Th17(48h)	Th1(48h)	Th2(48h)	Treg(48h)
Chst12	7.2522	7.0508	7.2398	6.8172	7.6136	8.3671	6.7394	6.0951	7.0871	7.9124	7.5659	7.9784	8.4092	9.1435	7.8081	7.8529	9.0894
Chst13	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Chst14	5.6414	5.1994	5.5529	5.4115	6.0536	7.0204	5.7609	5.0883	5.4014	5.3774	5.6649	6.0461	 6.729	7.0709	6.7737	6.8623	6.8257
Chst15	8.3763	8.0309	8.7488	8.6075	8.7994	 7.986	7.3795	8.3966	7.7066	7.3968	7.0701	6.6024	7.2389	6.7972	8.4977	8.1841	6.5492
Chst2	7.41447	8.28469	10.1193	10.7111	11.0195	10.4024	7.68367	11.4704	 12.008	12.1518	 11.948	12.3104	11.6577	10.6145	9.96175	10.9082	 8.6544
Chst3	3.0418	3.7476	4.3667	4.9362	5.4251	5.0127	3.0418	3.7955	4.0013	3.5395	3.4824	3.0418	3.7519	3.7708	4.3486	4.3216	3.8928
Chst4	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2386	3.0418	3.0418	3.0418	3.0418	3.0418
Chst5	3.6309	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Chst7	3.0418	3.0418	3.0418	3.0418	3.0418	3.7863	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.6051	3.2716	3.2895
Chst8	3.0418	3.0418	3.0418	3.0418	3.0418	3.4148	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3654	3.0418
Chst9	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Chsy1	6.59263	6.96013	7.87214	8.92025	10.4725	10.0263	 6.8603	9.15307	9.47523	9.51596	9.67355	9.95247	9.84906	10.5403	 10.046	10.3561	10.0399
Chsy3	3.0418	3.0418	3.5576	3.6022	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4054	3.4049
Chtf18	5.64141	5.79349	 5.4107	6.27157	9.02486	9.16716	5.76089	5.36695	6.49761	7.58001	7.89666	8.87023	10.3165	9.35254	8.99859	9.26906	9.63723
Chtf8	10.8136	10.9652	 11.787	 11.692	11.9949	11.3934	11.0517	11.8302	11.6239	11.7931	11.7817	11.7834	11.7165	11.1933	 11.245	11.3193	 11.281
Chtop	12.1412	12.0344	11.7651	11.8409	11.2009	 10.852	12.0024	11.9941	11.8036	 11.723	11.6645	11.2894	11.3509	10.8096	 10.823	10.9115	10.9446
Chuk	11.3116	11.5048	10.9368	11.0502	10.6294	  10.57	11.0817	11.1037	 10.841	10.5416	10.8429	10.7366	10.6397	10.7591	10.8285	10.7817	10.7093
Churc1	  8.23	8.5321	8.7452	 8.348	8.5442	8.7792	8.7929	8.7097	8.5628	8.8199	8.8569	8.5869	8.8092	8.6657	 8.539	8.5728	8.3209
Ciao1	10.2167	10.1955	9.74119	9.63773	9.63452	 10.054	9.76003	9.53708	9.45595	9.82399	9.90197	9.77656	9.93058	10.0139	 9.9745	10.0661	9.93525
Ciapin1	9.47945	9.25637	9.99993	10.1048	10.3986	9.85708	9.73194	10.4938	10.2427	10.4476	10.6297	10.5756	10.7604	9.92734	9.81158	9.97324	9.77508
Ciart	6.5062	6.5259	7.9173	7.8061	6.5866	6.6511	6.5509	8.5328	7.9468	7.5032	7.1747	6.5952	5.7704	7.5214	7.0773	7.5964	7.3388
Cib1	8.1114	8.4515	8.8014	8.9754	9.2648	8.8861	7.8673	8.6897	8.9687	9.6339	9.6107	 9.526	9.6946	9.3278	8.9717	9.1773	9.3165
Cib2	3.8693	3.0418	3.0418	3.0418	3.0418	5.2117	3.0418	3.5777	3.8765	3.5395	3.7991	3.8518	4.3681	5.2686	5.3331	4.6224	5.4944
Cib3	4.4395	4.6959	3.7675	4.0009	3.6561	3.4765	4.7526	3.9599	3.8765	3.8957	3.4824	3.0418	3.0418	3.0418	3.5272	3.0418	3.6526
Cib4	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cic	12.0342	11.9246	11.4234	11.2431	11.0148	11.1646	12.3195	11.5638	11.5531	11.5726	11.2386	 11.306	11.4685	11.5114	10.6644	10.8567	11.1047
Cidea	3.0418	3.0418	3.0418	3.0418	3.0418	3.6519	3.7207	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.6212	3.4181	3.3654	3.0418
Cideb	3.0418	4.0305	4.2742	4.3753	4.0907	4.0876	4.1974	4.6602	4.3759	4.2329	4.0123	4.2103	4.1831	4.2442	3.7959	4.1598	3.9727
Cidec	3.0418	3.0418	3.0418	3.6022	3.0418	3.0418	3.0418	3.5777	3.5282	3.0418	3.0418	3.5496	3.0418	3.0418	3.0418	  3.53	3.6485
Ciita	3.8693	4.2417	4.0578	3.6022	4.0068	3.7818	4.1974	4.5031	4.4511	 4.134	4.0123	3.7659	3.6235	 3.471	3.8739	3.5474	3.0418
Cilp	3.6309	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4668
Cilp2	3.6309	3.0418	4.3667	4.6492	4.0027	3.9018	3.7207	4.7985	5.0588	 4.857	 4.182	4.2677	4.1831	3.6748	4.1798	4.0785	4.2289
Cinp	7.96623	7.86635	9.47396	 9.8901	10.4249	10.6044	8.23087	9.85803	10.1071	10.2222	10.4822	10.5735	 11.145	10.6914	 10.481	10.7639	10.0701
Cipc	9.94446	9.32131	9.88287	9.77255	9.99694	9.15528	9.51833	10.2473	9.70982	9.64823	9.76494	9.91122	9.69458	9.45333	9.27419	9.35824	 9.1242
Cir1	7.7866	6.9125	5.6815	5.2715	5.7034	5.8451	6.8833	5.4481	5.4014	5.7226	5.5469	5.3892	5.3678	5.6539	5.9657	5.7903	6.2529
Cirbp	11.0441	10.1656	9.88774	 9.0595	8.56328	 8.0257	 10.765	9.94474	8.92171	8.90283	 8.5343	8.54043	8.60047	8.03305	7.81381	7.97699	8.31241
Cirh1a	10.5552	11.1152	11.8141	11.9773	12.3439	11.5966	11.5051	 12.072	12.0549	12.2012	12.4901	12.5796	12.3822	11.5917	11.6374	11.6802	11.3385
Cisd1	5.97089	6.12497	7.14502	 7.7225	9.06492	9.32635	5.81057	7.26662	7.90754	8.53796	8.82279	9.18396	10.0266	9.65474	9.36408	9.03826	9.45015
Cisd2	10.5525	10.6627	10.4441	10.4953	10.0735	9.93856	10.5296	 10.289	10.1841	10.0724	10.1648	9.87258	10.1635	9.81752	10.1143	10.0505	9.89475
Cisd3	5.8695	6.0822	5.7119	6.1984	7.2451	7.6161	6.1546	5.8242	6.1355	6.6139	6.4795	6.8771	7.3393	8.2529	7.3107	7.3709	7.8885
Cish	8.79345	 10.093	10.1317	10.8824	 10.429	11.2676	12.5845	12.4495	12.2856	12.7061	12.4953	12.0617	12.2322	12.2769	11.3829	 12.027	12.5398
Cistr-act	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2895
Cit	5.02149	4.81434	4.36672	4.37525	 7.4807	 10.458	5.12772	4.09623	4.00134	4.80216	5.36231	6.75467	9.35662	10.4538	10.2754	10.3147	10.5377
Cited1	3.0418	3.7476	3.5576	3.0418	3.0418	 4.013	3.0418	3.0418	3.0418	3.0418	3.6625	3.4599	3.8591	3.8584	3.6643	 3.852	3.0418
Cited2	11.1174	10.6592	9.59005	8.06557	8.05077	10.3231	10.0703	9.36412	8.25883	7.96483	7.74336	 7.8329	7.75711	10.3803	9.84425	10.6211	8.85522
Cited4	4.0486	4.4152	5.4837	4.3753	3.0418	4.2976	5.0439	 5.939	4.7658	3.8957	3.4824	3.0418	4.0364	4.0356	4.2598	4.5793	4.0772
Ciz1	9.87343	9.83165	10.7427	 10.391	10.1352	10.2912	10.1289	 10.723	10.4381	10.4679	10.0868	9.97589	9.79719	10.4847	9.77211	10.1685	10.1919
Ckap2	5.9042	6.2068	5.6187	7.0824	8.2739	9.6514	5.6001	6.2794	7.2929	7.3537	7.2279	7.9057	9.3949	9.5818	9.4789	9.6791	9.4709
Ckap2l	4.95361	4.81434	4.27419	4.26582	 7.1226	11.0472	4.95416	3.95986	4.00134	4.95981	5.27465	5.97593	10.4079	11.0241	10.8462	11.1104	10.8894
Ckap4	6.2638	6.1665	6.1897	 7.109	6.9516	8.3483	4.7526	6.5173	7.2576	7.3537	7.3902	7.2362	6.9912	7.1746	7.8852	7.7448	7.0691
Ckap5	10.9619	10.9825	11.0677	 11.535	11.4921	 12.515	10.4948	11.1829	11.4681	11.2248	11.3903	11.4202	11.7874	12.6826	12.6368	 12.595	12.5329
Ckb	7.2256	7.4672	6.3694	6.8333	7.9417	8.8925	7.5752	6.4034	7.1843	8.0855	7.9337	8.5701	9.3295	9.1301	 8.312	9.0498	9.1577
Cklf	7.5387	9.1118	7.7772	6.9262	7.0927	7.4233	9.1115	7.9897	7.5405	7.2634	7.7329	7.0096	8.2118	7.4053	7.4995	7.4544	7.2669
Ckm	3.6309	3.0418	3.0418	3.6022	3.0418	 3.836	3.7207	3.0418	3.0418	3.0418	3.0418	 3.245	3.0418	3.0418	3.6643	3.8939	3.5303
Ckmt1	3.0418	3.0418	3.0418	3.6022	3.7821	5.7773	3.0418	3.0418	3.8765	4.3227	4.1012	3.6934	6.1105	5.0424	5.8318	5.4447	4.7049
Ckmt2	3.0418	3.0418	3.0418	3.6022	3.0418	3.0418	3.0418	3.7955	3.5282	3.0418	3.4824	3.0418	3.6235	3.0418	3.2316	3.2716	3.2895
Cks1b	5.72173	4.24169	5.95868	6.86496	8.28479	9.96999	5.48126	5.91116	6.98273	8.02095	8.04369	8.65758	  10.02	9.89506	9.79316	9.97987	  10.09
Cks1brt	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	 3.245	3.0418	3.4092	3.6051	3.3002	3.2999
Cks2	4.7243	4.5643	5.3335	5.4551	6.5668	7.8307	5.8585	6.5534	7.0971	8.3093	7.7117	7.4455	8.6378	7.8555	7.5205	7.7275	7.6183
Clasp1	 10.605	10.5704	10.5513	11.0774	12.1338	11.9278	10.3023	10.2757	10.8558	11.1514	 11.379	11.9296	11.8603	11.8041	11.8321	11.7213	  11.66
Clasp2	11.6552	11.8868	11.0954	10.7621	10.7091	11.0862	11.7804	 10.529	10.5423	 10.336	10.4289	 10.557	10.5027	11.1525	11.3336	11.0944	11.0901
Clasrp	9.51557	9.40928	9.70854	9.38964	9.63176	9.65565	9.94267	10.0903	9.78282	10.0537	9.85088	9.84404	9.95741	9.45333	9.47192	9.66653	9.67396
Clca1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	3.0418	3.0418	3.0418	3.0418
Clca2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clca3	3.0418	3.0418	3.0418	3.6022	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clca4	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2386	3.0418	3.0418	3.3375	3.0418	3.0418
Clca5	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clca6	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clcc1	9.54813	9.10124	9.11279	 9.2712	9.56197	9.62153	9.84698	 9.2074	9.23621	9.38962	9.49471	9.63456	10.1669	9.51304	9.70106	9.51095	9.61773
Clcf1	9.5347	9.0309	9.0677	8.5062	6.8807	6.8674	 8.292	9.0996	8.7068	 8.059	7.4426	6.5755	5.9428	6.6233	6.4343	6.3938	6.5446
Clcn1	3.8693	3.0418	4.2742	4.1428	4.6334	4.1516	3.7207	4.6602	4.5214	4.4819	4.3907	 4.589	4.0364	4.2944	4.1785	4.3415	4.2357
Clcn2	6.5062	 6.618	 6.657	6.9112	6.5281	6.1766	6.7644	6.7368	6.7858	6.9866	6.7118	6.6815	6.5617	6.3142	6.1574	6.5403	6.1006
Clcn3	11.1914	 11.029	10.9501	11.1204	11.2313	 11.363	10.8959	 11.106	11.1686	11.0221	11.2446	11.2401	 10.753	11.6032	11.5638	11.7293	11.6391
Clcn4-2	11.1566	11.5296	11.3179	11.0562	10.5965	9.95705	11.2139	11.2775	10.9184	10.7181	10.8393	 10.801	10.4519	9.73216	9.85254	9.83797	9.94539
Clcn5	7.4494	8.0309	6.7885	6.8333	7.4444	 8.212	7.4271	7.1543	7.2214	6.5072	6.6903	7.5527	7.6292	8.4013	8.6077	8.2385	8.5004
Clcn6	9.2578	8.9274	8.5043	8.7451	7.9849	8.1283	9.2718	8.5011	8.4812	8.2866	8.2849	8.3274	8.2542	8.4713	8.1409	8.1515	 8.647
Clcn7	9.69349	9.53584	10.0014	9.52888	9.36105	8.82907	9.53288	9.99761	9.61739	9.69723	9.62063	9.59599	9.53614	8.80507	8.74891	8.85174	8.93293
Clcnka	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5395	3.4824	3.0418	3.0418	3.0418	3.0418	3.2716	3.0418
Clcnkb	3.0418	3.0418	3.7675	4.1428	4.2134	4.9471	3.0418	3.9599	4.1099	4.0232	4.1012	3.9193	3.4545	4.0748	4.6971	5.5478	3.8928
Cldn1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn10	5.2058	5.6821	7.6681	6.9112	3.6561	3.9018	5.3509	4.9803	4.7093	3.0418	3.4824	3.7867	3.6235	3.6748	3.7138	3.0418	3.5476
Cldn11	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5395	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn12	6.0346	6.8633	6.2317	6.1984	5.8045	7.5113	6.8132	6.6728	5.5292	5.7501	6.0729	5.5328	6.1806	8.2096	7.7778	7.8148	7.3516
Cldn13	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2999
Cldn14	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn15	3.6309	3.7476	4.0578	4.5652	4.8529	3.9433	3.7207	3.9599	4.8714	4.6844	4.1012	4.4483	4.2487	3.7798	3.4181	3.4958	3.8934
Cldn16	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn17	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn18	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5272	3.0418	3.0418
Cldn19	3.0418	3.0418	3.0418	3.6022	3.4723	3.4148	3.7207	3.7955	3.7264	3.5395	3.0418	3.0418	3.0418	3.0418	3.6051	3.4054	3.0418
Cldn2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7319
Cldn20	5.0215	4.5643	5.1182	4.1428	4.5841	4.5768	3.7207	4.4155	4.7658	4.4053	4.3258	4.3911	3.8591	4.3092	4.6125	4.4567	4.3792
Cldn22	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn23	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2716	3.0418
Cldn24	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn25	10.1063	10.6173	 9.4279	9.46351	9.35524	10.1925	10.4476	9.60468	9.54442	 9.8567	10.4224	10.5054	11.5294	11.6474	10.4167	10.1442	11.0933
Cldn26	3.6309	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2716	3.0418
Cldn3	3.0418	3.0418	3.0418	3.0418	3.0418	3.4748	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3375	3.2716	3.0418
Cldn4	3.0418	4.0305	3.5576	3.0418	3.4723	3.6844	3.0418	3.0418	3.0418	4.0232	4.3907	4.4712	6.6429	4.2477	3.2316	4.0621	4.6475
Cldn5	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn6	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5777	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn7	3.0418	3.7476	3.9261	4.1428	4.0778	4.0774	3.9934	4.9803	4.0013	3.5395	4.0123	3.8185	3.6235	3.7513	3.8147	4.0717	4.3753
Cldn8	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldn9	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Cldnd2	3.0418	3.0418	3.0418	3.0418	3.0418	3.6844	3.0418	3.0418	3.5282	3.0418	3.6625	3.0418	3.0418	  3.56	3.2316	3.4958	3.8988
Clec10a	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3002	3.0418
Clec11a	3.0418	3.0418	3.5576	3.6022	3.9043	4.2005	3.9934	3.9599	3.5282	4.0232	3.7991	3.9193	 4.423	4.2298	4.0736	4.2182	4.1469
Clec12a	3.0418	3.0418	3.0418	3.8295	3.0418	3.7892	3.0418	3.5777	3.5282	3.0418	3.0418	3.5568	3.9526	3.6212	3.6643	3.2716	3.2895
Clec12b	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec14a	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec16a	9.3062	9.4472	 9.878	9.6055	9.4451	9.3924	9.5147	9.6508	9.3239	9.2464	 9.158	9.5167	9.0755	9.0825	9.1912	9.2338	9.3389
Clec18a	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec1a	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3375	3.0418	3.0418
Clec1b	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec2d	12.3751	12.1526	12.7209	12.2822	10.4099	10.0121	 11.073	11.9641	10.9573	10.1245	10.0282	9.64155	9.47691	 9.4408	10.3368	9.87131	9.47026
Clec2e	3.0418	3.0418	3.9261	3.0418	3.4723	3.0418	3.0418	3.7955	3.5282	3.0418	3.4824	 3.245	3.4545	3.4529	3.0418	3.0418	3.2895
Clec2f	3.0418	3.0418	3.0418	3.0418	3.0418	3.5679	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4092	3.6051	3.6352	3.6485
Clec2g	3.0418	3.0418	3.5576	3.6022	3.0418	 3.996	3.0418	3.0418	3.0418	3.5395	3.0418	3.2386	3.4545	3.7491	3.3686	3.3654	3.8329
Clec2h	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec2i	10.6889	10.0662	9.52069	8.70213	7.45048	 8.7669	 9.7065	8.66948	7.24866	5.97525	5.07951	4.69188	4.61864	6.09466	8.57172	8.63321	7.57117
Clec2l	3.6309	3.0418	3.5576	3.0418	3.0418	3.4748	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	3.6212	3.3375	3.3002	3.5476
Clec3a	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec3b	4.0486	3.0418	4.6733	4.2658	4.6334	 4.305	4.1974	4.4155	4.5875	4.4819	4.5097	4.3413	4.1127	4.0748	4.0697	4.1831	3.7884
Clec4a1	3.8693	3.0418	3.5576	4.0009	3.6561	3.4765	3.0418	4.0962	4.0013	3.8957	3.6625	3.4418	3.6235	3.0418	3.5272	3.4054	3.2999
Clec4a2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec4a3	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec4a4	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec4b1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec4b2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec4d	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec4e	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2316	3.0418	3.0418
Clec4f	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec4g	3.0418	3.0418	3.5576	3.8295	3.0418	3.0418	3.0418	3.5777	3.0418	3.5395	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec4n	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Clec5a	3.0418	3.0418	3.0418	3.0418	3.4723	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2999
Clec7a	3.0418	3.0418	3.0418	3.0418	3.0418	3.4765	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2316	3.8796	3.5476
Clec9a	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3094	3.0418	3.2895
Clgn	3.6309	3.0418	3.0418	3.6022	3.0418	3.6069	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.6235	4.1788	3.5272	3.0418	3.5476
Clhc1	3.0418	3.0418	3.5576	4.1428	 6.949	8.7225	3.7207	3.5777	4.0013	4.4053	4.6674	5.9413	9.1184	8.7197	8.7988	8.9433	9.0064
Clic1	11.1531	11.7342	11.1321	11.2143	11.4326	12.3752	11.6031	11.8679	11.7586	12.1162	11.9724	11.8497	12.4147	12.7698	12.2143	 12.266	  12.43
Clic3	5.7217	5.7389	4.9694	5.3198	5.0259	4.7693	5.7094	5.3244	5.4668	5.5453	5.2128	5.1131	4.9324	4.7667	4.8782	5.0992	5.0785
Clic4	 10.498	10.3502	8.48303	 8.9969	9.88638	11.6644	10.8223	11.0625	9.90444	9.87963	10.0314	 10.613	11.1394	12.4634	12.1997	 11.775	12.0091
Clic5	5.6822	 5.496	3.7675	3.6022	3.0418	3.8984	5.0439	4.0962	3.0418	3.0418	3.4824	3.3192	3.0418	 3.891	4.7875	3.4366	3.2999
Clic6	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	3.4092	3.0418	3.0418	3.2895
Clint1	13.2986	13.2273	13.0041	12.4693	12.2284	11.5975	12.9055	12.2535	  12.23	12.1056	 12.227	12.1875	11.7662	11.7478	11.6512	11.7121	11.8687
Clip1	12.0071	11.9823	10.7937	10.8225	11.8273	11.3554	11.9355	10.4553	10.9317	 10.951	11.1797	11.5487	11.3187	11.3849	11.3173	11.3224	11.3579
Clip2	8.4756	8.4515	7.9173	7.5489	7.2088	7.9423	8.4071	7.2987	7.4574	7.4874	7.1512	7.1387	7.6143	8.0256	7.8774	7.5912	7.3912
Clip3	3.0418	3.7476	3.7675	3.6022	4.1571	5.1328	3.0418	3.9599	3.8765	 4.134	4.2565	4.5436	5.7519	6.8513	4.9488	5.1468	5.2111
Clip4	3.0418	3.0418	3.0418	3.6022	3.0418	3.6543	3.0418	3.0418	3.0418	3.0418	3.0418	3.6057	3.0418	3.7491	3.0418	3.2716	3.4049
Clk1	14.8836	14.6147	12.7295	11.8843	11.0508	12.0269	14.0021	12.3337	11.5827	 11.191	11.2629	 10.942	11.4592	11.4044	11.9738	11.8911	11.6065
Clk2	10.5843	10.4386	10.7737	10.6991	10.6537	10.1488	10.7588	11.0047	10.7888	10.8754	10.6925	10.6935	10.4237	 10.082	9.93308	  10.18	10.1812
Clk3	11.7006	12.0462	10.7201	10.2815	10.1914	10.6274	 12.003	 10.901	10.3861	10.6362	 10.573	10.4889	10.7877	 11.323	10.5682	10.7038	10.9372
